workload,repeat,duration_s,flops,sram_bytes,dram_bytes,spikes,energy_est_j
mind,14,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,15,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,16,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,17,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,18,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,19,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,20,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,21,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,22,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,23,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,24,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,25,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,26,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,27,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,28,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,29,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,30,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,31,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,32,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,33,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,34,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,35,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,36,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,37,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,38,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,39,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,40,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,41,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,42,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,43,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,44,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,45,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,46,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,47,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,48,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,49,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,50,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,51,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,52,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,53,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,54,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,55,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,56,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,57,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,58,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,59,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,60,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,61,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,62,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,63,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,64,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,65,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,66,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,67,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,68,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,69,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,70,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,71,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,72,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,73,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,74,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,75,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,76,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,77,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,78,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,79,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,80,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,81,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,82,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,83,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,84,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,85,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,86,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,87,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,88,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,89,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,90,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,91,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,92,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,93,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,94,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,95,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,96,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,97,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,98,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
mind,99,0.5,2922872288000,132583974319.99998,56821703280.0,0.0,4.322564751032
